dist,corr,no_jobs,no_machines,problem,type,objective,instance,cost,time,no_evals
uniform,job-correlated,100,20,flowshop,PERM,MAKESPAN,uniform_job-correlated_100_20_10.txt,6704,3600093,7193780451
uniform,job-correlated,200,20,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_200_20_06.txt,1195242,7207458,383898297
uniform,job-correlated,200,20,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_200_20_06.txt,12013,7207364,386105129
uniform,job-correlated,200,20,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_200_20_06.txt,1215258,7200207,12073723324
uniform,job-correlated,200,20,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_200_20_06.txt,14357,7200189,15361493881
uniform,job-correlated,200,20,flowshop,PERM,FLOWTIME,uniform_job-correlated_200_20_06.txt,925930,7202291,1189377915
uniform,job-correlated,200,20,flowshop,PERM,MAKESPAN,uniform_job-correlated_200_20_06.txt,11396,7200282,19957867877
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_01.txt,11102,90009,237449837
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_02.txt,12852,90000,234965789
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_03.txt,12922,90005,235099820
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_04.txt,16532,90000,239391862
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_05.txt,9968,90000,238509305
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_06.txt,9644,90000,239140251
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_07.txt,10977,90018,232289617
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_08.txt,10784,90000,240626611
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_09.txt,9672,90013,234844838
uniform,machine-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_5_10.txt,10870,90000,235831199
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_01.txt,1457,90000,244204688
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_02.txt,1699,90000,247402629
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_03.txt,1589,90000,247400037
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_04.txt,1794,90000,244720468
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_05.txt,1294,90000,246086707
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_06.txt,1095,90000,244294196
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_07.txt,1309,90000,245223572
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_08.txt,1447,90000,245901986
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_09.txt,1287,90000,245260440
uniform,machine-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_5_10.txt,1190,90000,244329604
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_01.txt,6980,90000,565146508
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_02.txt,7979,90000,566584511
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_03.txt,7463,90000,558809117
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_04.txt,6884,90000,561964738
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_05.txt,7304,90000,562307095
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_06.txt,6794,90000,555774836
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_07.txt,7480,90000,564761473
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_08.txt,6600,90000,567535932
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_09.txt,5991,90000,532534084
uniform,machine-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_5_10.txt,6012,90000,551981603
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_01.txt,1107,90015,630871674
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_02.txt,1219,90000,603242280
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_03.txt,1158,90007,571655299
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_04.txt,1121,90000,570676706
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_05.txt,1138,90000,579831098
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_06.txt,1095,90000,595554853
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_07.txt,1155,90000,600956423
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_08.txt,1044,90000,594308344
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_09.txt,945,90000,602963911
uniform,machine-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_5_10.txt,1006,90001,583056594
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_01.txt,6980,90000,338847842
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_02.txt,7949,90039,356193868
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_03.txt,7455,90000,358445397
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_04.txt,6869,90000,371421108
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_05.txt,7304,90000,381837594
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_06.txt,6794,90015,346075148
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_07.txt,7480,90000,363379251
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_08.txt,6535,90014,355608517
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_09.txt,5971,90002,362564245
uniform,machine-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_5_10.txt,5975,90013,333119250
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_01.txt,1081,90000,637395316
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_02.txt,1214,90000,611069038
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_03.txt,1156,90000,643927919
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_04.txt,1117,90000,631465899
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_05.txt,1138,90000,607873183
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_06.txt,1095,90000,622678410
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_07.txt,1155,90000,614448431
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_08.txt,1034,90000,623071898
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_09.txt,938,90000,630813960
uniform,machine-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_5_10.txt,1006,90000,606933731
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_01.txt,16121,180000,295039565
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_02.txt,17857,180000,303422672
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_03.txt,15008,180000,299300416
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_04.txt,19627,180011,288171861
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_05.txt,20522,180000,300755162
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_06.txt,13980,180008,303273754
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_07.txt,21385,180000,299993677
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_08.txt,15599,180000,292702713
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_09.txt,13819,180000,301369621
uniform,machine-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_10_10_10.txt,19039,180000,296268162
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_01.txt,1917,180000,272009101
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_02.txt,2212,180014,284582812
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_03.txt,1684,180004,302351667
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_04.txt,2294,180008,273217445
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_05.txt,2185,180000,270564596
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_06.txt,1536,180015,264814456
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_07.txt,2153,180021,296312499
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_08.txt,1922,180017,301689810
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_09.txt,1457,180009,289086585
uniform,machine-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_10_10_10.txt,2027,180015,293433450
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_01.txt,8570,180010,1052499053
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_02.txt,9197,180003,1028576036
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_03.txt,8058,180007,1068821819
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_04.txt,9253,180000,1061112745
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_05.txt,8707,180015,1018557838
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_06.txt,7277,180010,1002370095
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_07.txt,7819,180011,1016518389
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_08.txt,7857,180019,1078032876
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_09.txt,6526,180010,1021764588
uniform,machine-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_10_10_10.txt,8869,180025,1049249409
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_01.txt,1268,180000,1149505823
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_02.txt,1349,180000,1147557624
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_03.txt,1162,180000,1134549556
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_04.txt,1313,180000,1104333268
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_05.txt,1256,180000,1100251795
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_06.txt,1071,180000,1138787322
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_07.txt,1200,180000,1112152164
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_08.txt,1167,180000,1079833168
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_09.txt,981,180000,1065114825
uniform,machine-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_10_10_10.txt,1270,180000,1120532004
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_01.txt,8570,180001,464410653
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_02.txt,9166,180000,487388268
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_03.txt,8014,180000,484472291
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_04.txt,9166,180006,483944967
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_05.txt,8597,180014,468243793
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_06.txt,7225,180017,466327422
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_07.txt,7819,180000,465078968
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_08.txt,7799,180000,472366694
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_09.txt,6389,180020,458250114
uniform,machine-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_10_10_10.txt,8832,180000,474926491
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_01.txt,1268,180013,814768590
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_02.txt,1344,180000,819151306
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_03.txt,1160,180010,779665905
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_04.txt,1289,180000,890223998
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_05.txt,1230,180004,902197847
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_06.txt,1005,180000,906748411
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_07.txt,1200,180001,821842144
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_08.txt,1152,180012,825369053
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_09.txt,968,180000,832833357
uniform,machine-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_10_10_10.txt,1252,180009,840182091
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_01.txt,59211,360000,348929140
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_02.txt,84579,360000,352190890
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_03.txt,58263,360000,352527291
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_04.txt,86291,360000,345273459
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_05.txt,76895,360000,351319977
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_06.txt,70618,360000,355002255
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_07.txt,90693,360000,345234706
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_08.txt,59857,360000,352823789
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_09.txt,67521,360000,353864063
uniform,machine-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_20_10_10.txt,89944,360000,355199354
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_01.txt,3777,360000,357661039
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_02.txt,4587,360000,361689933
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_03.txt,3197,360000,350586879
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_04.txt,5027,360000,362362661
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_05.txt,4764,360000,358051308
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_06.txt,3871,360000,358816637
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_07.txt,5326,360000,354111028
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_08.txt,3598,360000,359742042
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_09.txt,4156,360000,360443860
uniform,machine-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_20_10_10.txt,5130,360000,353908464
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_01.txt,27056,360000,1889973155
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_02.txt,30306,360000,1868170394
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_03.txt,17670,360000,1850277909
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_04.txt,30617,360000,1950479157
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_05.txt,29922,360000,1905018845
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_06.txt,24790,360000,1877778943
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_07.txt,29502,360000,1907348176
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_08.txt,28625,360000,2011972597
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_09.txt,31489,360000,1892630741
uniform,machine-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_20_10_10.txt,28592,360000,1880185773
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_01.txt,2206,360000,2073994078
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_02.txt,2401,360000,2054254170
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_03.txt,1478,360000,2081691920
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_04.txt,2439,360000,2023797140
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_05.txt,2439,360000,2055140384
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_06.txt,2011,360000,2074600982
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_07.txt,2364,360000,2041307228
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_08.txt,2301,360000,2032280042
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_09.txt,2512,360000,2036016532
uniform,machine-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_machine-correlated_20_10_10.txt,2331,360000,2078095868
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_01.txt,26805,360000,676318780
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_02.txt,30121,360000,672250671
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_03.txt,17082,360000,682628768
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_04.txt,30583,360000,672210109
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_05.txt,29629,360000,665873741
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_06.txt,24510,360000,678905208
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_07.txt,29331,360000,672815793
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_08.txt,28561,360000,656407349
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_09.txt,31366,360000,654483958
uniform,machine-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_machine-correlated_20_10_10.txt,28388,360000,680937901
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_01.txt,2180,360000,1762110666
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_02.txt,2375,360000,1856381119
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_03.txt,1439,360000,1876227866
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_04.txt,2438,360000,1764612512
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_05.txt,2418,360000,1799753997
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_06.txt,1993,360000,1802070256
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_07.txt,2351,360000,1840208683
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_08.txt,2285,360000,1778760335
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_09.txt,2492,360000,1788517750
uniform,machine-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_machine-correlated_20_10_10.txt,2310,360000,1769034410
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_01.txt,70666,270000,300142897
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_02.txt,96808,270025,316455206
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_03.txt,52088,270035,296852257
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_04.txt,78621,270019,305766919
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_05.txt,96643,270025,287968687
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_06.txt,68737,270021,297845912
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_07.txt,82892,270003,295427426
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_08.txt,87637,270000,307306570
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_09.txt,70698,270012,296136387
uniform,machine-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_machine-correlated_30_5_10.txt,69948,270016,290563117
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_01.txt,2913,270007,309411304
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_02.txt,4298,270006,328959672
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_03.txt,2295,270017,320232856
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_04.txt,3155,270000,313273392
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_05.txt,4011,270000,315677774
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_06.txt,2764,270014,328570363
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_07.txt,3782,270012,315691775
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_08.txt,3877,270031,307106914
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_09.txt,3190,270003,310515520
uniform,machine-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_machine-correlated_30_5_10.txt,3523,270020,315605392
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_01.txt,47547,270000,1220755937
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_02.txt,44451,270000,1233587038
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_03.txt,32229,270000,1214275535
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_04.txt,52462,270000,1210782201
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_05.txt,39648,270000,1202566334
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_06.txt,42559,270000,1230029585
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_07.txt,52479,270000,1236796049
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_08.txt,44986,270000,1179913207
uniform,machine-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_machine-correlated_30_5_09.txt,47865,270000,1195958547
